algorithm,dataset,budget,trial,best_accuracy,best_fitness,n_queries,elapsed_s,is_real_data
Random,cifar10,50,15,65.0134,34.9866,49,0.001,False
Random,cifar10,50,1,69.9166,30.0834,50,0.001,False
Random,cifar10,50,59,69.9651,30.0349,50,0.001,False
RE,cifar10,50,0,65.1316,34.8684,50,0.001,False
RE,cifar10,50,1,69.9166,30.0834,50,0.001,False
RE,cifar10,50,2,69.9925,30.0075,50,0.001,False
RE,cifar10,50,3,65.0685,34.9315,50,0.001,False
RE,cifar10,50,4,70.033,29.967,50,0.001,False
Random,cifar10,50,18,70.0933,29.9067,50,0.001,False
RE,cifar10,50,6,70.0285,29.9715,50,0.001,False
Random,cifar10,50,14,70.1027,29.8973,50,0.001,False
RE,cifar10,50,5,65.0538,34.9462,50,0.001,False
Random,cifar10,50,74,69.9574,30.0426,50,0.004,False
RE,cifar10,50,7,70.0697,29.9303,50,0.001,False
RE,cifar10,50,9,70.025,29.975,50,0.001,False
Random,cifar10,50,6,70.0285,29.9715,50,0.001,False
RE,cifar10,50,13,69.9609,30.0391,50,0.001,False
Random,cifar10,50,60,65.0493,34.9507,50,0.001,False
RE,cifar10,50,8,70.0345,29.9655,50,0.001,False
RE,cifar10,50,14,70.1027,29.8973,50,0.001,False
Random,cifar10,50,31,69.9918,30.0082,50,0.001,False
Random,cifar10,50,54,69.9916,30.0084,50,0.001,False
RE,cifar10,50,12,70.0687,29.9313,50,0.005,False
RE,cifar10,50,11,65.0268,34.9732,50,0.001,False
RE,cifar10,50,16,69.998,30.002,50,0.001,False
RE,cifar10,50,19,65.0366,34.9634,50,0.001,False
RE,cifar10,50,24,74.9734,25.0266,50,0.001,False
RE,cifar10,50,17,65.0411,34.9589,50,0.001,False
Random,cifar10,50,46,70.0458,29.9542,50,0.007,False
RE,cifar10,50,25,65.0142,34.9858,50,0.001,False
RE,cifar10,50,18,70.0933,29.9067,50,0.001,False
Random,cifar10,50,37,70.1576,29.8424,50,0.001,False
RE,cifar10,50,21,60.0567,39.9433,50,0.001,False
RE,cifar10,50,22,65.0563,34.9437,50,0.001,False
RE,cifar10,50,23,69.9793,30.0207,50,0.001,False
RE,cifar10,50,10,70.0687,29.9313,50,0.001,False
RE,cifar10,50,26,69.9418,30.0582,50,0.001,False
Random,cifar10,50,13,69.9609,30.0391,50,0.001,False
Random,cifar10,50,50,70.0758,29.9242,50,0.001,False
RE,cifar10,50,15,65.0134,34.9866,50,0.001,False
Random,cifar10,50,51,65.0342,34.9658,49,0.011,False
RE,cifar10,50,20,69.9954,30.0046,50,0.001,False
RE,cifar10,50,29,65.0628,34.9372,50,0.001,False
Random,cifar10,50,26,69.9418,30.0582,50,0.001,False
RE,cifar10,50,36,65.0885,34.9115,50,0.039,False
RE,cifar10,50,27,80.0663,19.9337,50,0.001,False
Random,cifar10,50,11,65.0268,34.9732,50,0.001,False
Random,cifar10,50,57,65.0666,34.9334,50,0.001,False
RE,cifar10,50,30,74.9839,25.0161,50,0.005,False
RE,cifar10,50,32,70.0431,29.9569,50,0.001,False
Random,cifar10,50,68,70.1049,29.8951,50,0.043,False
Random,cifar10,50,47,75.0015,24.9985,50,0.001,False
RE,cifar10,50,34,65.0304,34.9696,50,0.001,False
RE,cifar10,50,33,64.9588,35.0412,50,0.001,False
RE,cifar10,50,42,65.0123,34.9877,50,0.001,False
Random,cifar10,50,2,69.9925,30.0075,50,0.001,False
Random,cifar10,50,4,70.033,29.967,50,0.001,False
RE,cifar10,50,44,70.0004,29.9996,50,0.001,False
RE,cifar10,50,38,74.9332,25.0668,50,0.001,False
Random,cifar10,50,73,65.0678,34.9322,50,0.001,False
RE,cifar10,50,28,65.0721,34.9279,50,0.012,False
Random,cifar10,50,55,75.0473,24.9527,50,0.011,False
Random,cifar10,50,78,70.058,29.942,50,0.011,False
Random,cifar10,50,17,65.0411,34.9589,50,0.001,False
Random,cifar10,50,19,65.0366,34.9634,50,0.05,False
Random,cifar10,50,33,64.9588,35.0412,50,0.042,False
RE,cifar10,50,41,65.0941,34.9059,50,0.001,False
RE,cifar10,50,54,69.9916,30.0084,50,0.001,False
Random,cifar10,50,88,65.1407,34.8593,50,0.009,False
RE,cifar10,50,45,65.0904,34.9096,50,0.001,False
Random,cifar10,50,53,65.035,34.965,50,0.012,False
RE,cifar10,50,57,65.0666,34.9334,50,0.001,False
Random,cifar10,50,25,65.0142,34.9858,50,0.001,False
RE,cifar10,50,48,69.8902,30.1098,50,0.001,False
RE,cifar10,50,49,65.0068,34.9932,50,0.001,False
RE,cifar10,50,40,69.9414,30.0586,50,0.001,False
RE,cifar10,50,53,65.035,34.965,50,0.001,False
RE,cifar10,50,52,69.9306,30.0694,50,0.001,False
Random,cifar10,50,75,70.028,29.972,50,0.013,False
RE,cifar10,50,31,69.9918,30.0082,50,0.001,False
Random,cifar10,50,34,65.0304,34.9696,50,0.001,False
RE,cifar10,50,35,69.9472,30.0528,50,0.001,False
Random,cifar10,50,7,70.0697,29.9303,50,0.056,False
Random,cifar10,50,69,70.0383,29.9617,49,0.001,False
Random,cifar10,50,27,80.0663,19.9337,50,0.001,False
RE,cifar10,50,39,65.0652,34.9348,50,0.001,False
Random,cifar10,50,3,65.0685,34.9315,50,0.001,False
RE,cifar10,50,58,70.1576,29.8424,50,0.001,False
RE,cifar10,50,47,75.0015,24.9985,50,0.001,False
RE,cifar10,50,50,70.0758,29.9242,50,0.04,False
RE,cifar10,50,51,65.0342,34.9658,50,0.001,False
RE,cifar10,50,67,70.1047,29.8953,50,0.001,False
RE,cifar10,50,37,70.1576,29.8424,50,0.001,False
Random,cifar10,50,70,65.0563,34.9437,50,0.001,False
RE,cifar10,50,69,70.0383,29.9617,50,0.005,False
Random,cifar10,50,48,69.8902,30.1098,50,0.001,False
RE,cifar10,50,68,70.1049,29.8951,50,0.0,False
RE,cifar10,50,46,70.0458,29.9542,50,0.007,False
Random,cifar10,50,45,65.0904,34.9096,50,0.001,False
RE,cifar10,50,43,65.123,34.877,50,0.017,False
Random,cifar10,50,21,60.0567,39.9433,50,0.015,False
RE,cifar10,50,71,69.9853,30.0147,50,0.001,False
Random,cifar10,50,49,65.0068,34.9932,50,0.001,False
Random,cifar10,50,63,70.025,29.975,50,0.001,False
RE,cifar10,50,61,69.9812,30.0188,50,0.004,False
RE,cifar10,50,66,70.0089,29.9911,50,0.009,False
RE,cifar10,50,62,70.0341,29.9659,50,0.011,False
RE,cifar10,50,76,69.961,30.039,50,0.001,False
Random,cifar10,50,23,69.9793,30.0207,50,0.004,False
RE,cifar10,50,55,75.0473,24.9527,50,0.001,False
RE,cifar10,50,77,65.0614,34.9386,50,0.001,False
Random,cifar10,50,30,74.9839,25.0161,50,0.001,False
RE,cifar10,50,59,69.9651,30.0349,50,0.001,False
RE,cifar10,50,73,65.0678,34.9322,50,0.001,False
RE,cifar10,50,74,69.9574,30.0426,50,0.001,False
RE,cifar10,50,60,65.0493,34.9507,50,0.001,False
Random,cifar10,50,39,65.0652,34.9348,50,0.001,False
Random,cifar10,50,77,65.0614,34.9386,49,0.001,False
RE,cifar10,50,89,70.0146,29.9854,50,0.001,False
RE,cifar10,50,87,69.9788,30.0212,50,0.001,False
Random,cifar10,50,83,70.0475,29.9525,50,0.001,False
Random,cifar10,50,38,70.0933,29.9067,49,0.008,False
Random,cifar10,50,35,69.9472,30.0528,50,0.011,False
RE,cifar10,50,75,70.028,29.972,50,0.011,False
RE,cifar10,50,56,65.0326,34.9674,50,0.001,False
Random,cifar10,50,76,69.961,30.039,50,0.001,False
RE,cifar10,50,64,64.9993,35.0007,50,0.001,False
RE,cifar10,50,63,70.025,29.975,50,0.008,False
Random,cifar10,50,22,65.0563,34.9437,50,0.001,False
RE,cifar10,50,91,65.0943,34.9057,50,0.001,False
RE,cifar10,50,65,65.0598,34.9402,50,0.0,False
Random,cifar10,50,64,64.9993,35.0007,50,0.001,False
RE,cifar10,50,94,65.1355,34.8645,50,0.001,False
RE,cifar10,50,72,70.0615,29.9385,50,0.001,False
RE,cifar10,50,96,70.0253,29.9747,50,0.001,False
RE,cifar10,50,88,65.1407,34.8593,50,0.001,False
Random,cifar10,50,81,69.992,30.008,50,0.001,False
RE,cifar10,50,95,74.9954,25.0046,50,0.007,False
Random,cifar10,50,0,65.1316,34.8684,50,0.001,False
Tabu,cifar10,50,1,74.9954,25.0046,50,0.044,False
Random,cifar10,50,16,69.998,30.002,50,0.001,False
RE,cifar10,50,84,70.0277,29.9723,50,0.008,False
Random,cifar10,50,9,70.025,29.975,50,0.001,False
RE,cifar10,50,90,75.0764,24.9236,50,0.001,False
RE,cifar10,50,83,70.0475,29.9525,50,0.001,False
Random,cifar10,50,79,70.1049,29.8951,49,0.001,False
Random,cifar10,50,32,70.0431,29.9569,50,0.001,False
Tabu,cifar10,50,10,70.0158,29.9842,50,0.001,False
Tabu,cifar10,50,7,65.043,34.957,50,0.001,False
RE,cifar10,50,81,69.992,30.008,50,0.011,False
RE,cifar10,50,86,65.0464,34.9536,50,0.001,False
RE,cifar10,50,70,65.0563,34.9437,50,0.012,False
RE,cifar10,50,80,69.9559,30.0441,50,0.013,False
RE,cifar10,50,78,70.058,29.942,50,0.001,False
Random,cifar10,50,29,65.0628,34.9372,50,0.001,False
RE,cifar10,50,85,70.0269,29.9731,50,0.001,False
RE,cifar10,50,82,69.995,30.005,50,0.001,False
RE,cifar10,50,93,70.025,29.975,50,0.001,False
RE,cifar10,50,98,69.9578,30.0422,50,0.001,False
Tabu,cifar10,50,4,70.0247,29.9753,50,0.001,False
Tabu,cifar10,50,8,75.0473,24.9527,50,0.001,False
Tabu,cifar10,50,18,64.8987,35.1013,50,0.001,False
RE,cifar10,50,79,70.1049,29.8951,50,0.001,False
Tabu,cifar10,50,2,70.0684,29.9316,50,0.012,False
Tabu,cifar10,50,5,69.9851,30.0149,50,0.001,False
Tabu,cifar10,50,6,69.9829,30.0171,50,0.001,False
Tabu,cifar10,50,19,75.004,24.996,50,0.001,False
Tabu,cifar10,50,3,69.9912,30.0088,50,0.001,False
Random,cifar10,50,84,70.0277,29.9723,50,0.001,False
Random,cifar10,50,89,70.0146,29.9854,50,0.0,False
Random,cifar10,50,52,69.9306,30.0694,50,0.001,False
Random,cifar10,50,12,70.0687,29.9313,50,0.001,False
Random,cifar10,50,91,65.0943,34.9057,50,0.001,False
Tabu,cifar10,50,30,70.0731,29.9269,50,0.008,False
Tabu,cifar10,50,14,74.9658,25.0342,50,0.001,False
Random,cifar10,50,40,69.9414,30.0586,50,0.014,False
RE,cifar10,50,97,70.0121,29.9879,50,0.001,False
Random,cifar10,50,86,65.0464,34.9536,50,0.001,False
Tabu,cifar10,50,34,70.006,29.994,50,0.001,False
Tabu,cifar10,50,32,65.0703,34.9297,50,0.001,False
RE,cifar10,50,92,82.0162,17.9838,50,0.001,False
Random,cifar10,50,82,69.995,30.005,50,0.05,False
Tabu,cifar10,50,0,69.9584,30.0416,50,0.001,False
Tabu,cifar10,50,15,65.0308,34.9692,50,0.011,False
Tabu,cifar10,50,12,70.0435,29.9565,50,0.001,False
Random,cifar10,50,85,70.0269,29.9731,50,0.043,False
Random,cifar10,50,94,65.1355,34.8645,50,0.001,False
Tabu,cifar10,50,45,74.9734,25.0266,50,0.001,False
Tabu,cifar10,50,9,64.9279,35.0721,50,0.001,False
RE,cifar10,50,99,65.0144,34.9856,50,0.001,False
Tabu,cifar10,50,21,69.9247,30.0753,50,0.001,False
Random,cifar10,50,61,69.9812,30.0188,50,0.001,False
Tabu,cifar10,50,13,65.0544,34.9456,50,0.001,False
Tabu,cifar10,50,23,65.0478,34.9522,50,0.001,False
Random,cifar10,50,44,70.0004,29.9996,50,0.001,False
Tabu,cifar10,50,53,70.076,29.924,50,0.001,False
Random,cifar10,50,28,65.0721,34.9279,50,0.001,False
Tabu,cifar10,50,47,74.9292,25.0708,50,0.001,False
Tabu,cifar10,50,65,65.0435,34.9565,50,0.001,False
Tabu,cifar10,50,11,75.0109,24.9891,50,0.001,False
Tabu,cifar10,50,39,75.0069,24.9931,50,0.001,False
Random,cifar10,50,67,70.1047,29.8953,50,0.009,False
Random,cifar10,50,99,65.0144,34.9856,50,0.001,False
Random,cifar10,50,42,65.0123,34.9877,50,0.001,False
Tabu,cifar10,50,25,70.0383,29.9617,50,0.001,False
Tabu,cifar10,50,35,80.0663,19.9337,50,0.004,False
Tabu,cifar10,50,20,64.9421,35.0579,50,0.001,False
Tabu,cifar10,50,61,65.0216,34.9784,50,0.001,False
Tabu,cifar10,50,16,64.9738,35.0262,50,0.048,False
Tabu,cifar10,50,17,69.9184,30.0816,50,0.045,False
Tabu,cifar10,50,37,65.0196,34.9804,50,0.044,False
Tabu,cifar10,50,22,64.9804,35.0196,50,0.016,False
Tabu,cifar10,50,66,65.0934,34.9066,50,0.001,False
Random,cifar10,50,93,70.025,29.975,50,0.001,False
Random,cifar10,50,66,70.0089,29.9911,50,0.001,False
Tabu,cifar10,50,43,64.9458,35.0542,50,0.001,False
Tabu,cifar10,50,44,64.9688,35.0312,50,0.001,False
Tabu,cifar10,50,26,75.0473,24.9527,50,0.001,False
Tabu,cifar10,50,33,70.0731,29.9269,50,0.001,False
Tabu,cifar10,50,73,70.0627,29.9373,50,0.005,False
Random,cifar10,50,65,65.0598,34.9402,50,0.001,False
Tabu,cifar10,50,31,69.9497,30.0503,50,0.008,False
Tabu,cifar10,50,27,75.0088,24.9912,50,0.001,False
Tabu,cifar10,50,41,69.9584,30.0416,50,0.001,False
Tabu,cifar10,50,63,75.0069,24.9931,50,0.0,False
Tabu,cifar10,50,78,65.0287,34.9713,50,0.043,False
Tabu,cifar10,50,29,64.9938,35.0062,50,0.047,False
Tabu,cifar10,50,55,70.0672,29.9328,50,0.001,False
Tabu,cifar10,50,48,65.0563,34.9437,50,0.042,False
Tabu,cifar10,50,79,65.0692,34.9308,50,0.005,False
Random,cifar10,50,92,82.0162,17.9838,50,0.001,False
Tabu,cifar10,50,98,70.0804,29.9196,50,0.001,False
Tabu,cifar10,50,64,65.0544,34.9456,50,0.001,False
Tabu,cifar10,50,24,75.004,24.996,50,0.001,False
Random,cifar10,50,8,70.0345,29.9655,50,0.001,False
Tabu,cifar10,50,51,69.9247,30.0753,50,0.001,False
Tabu,cifar10,50,58,80.0663,19.9337,50,0.001,False
Tabu,cifar10,50,52,74.9734,25.0266,50,0.001,False
Tabu,cifar10,50,50,65.0251,34.9749,50,0.001,False
Tabu,cifar10,50,36,70.0435,29.9565,50,0.04,False
Tabu,cifar10,50,28,64.9401,35.0599,50,0.001,False
Random,cifar10,50,5,65.0538,34.9462,50,0.001,False
Tabu,cifar10,50,57,64.9719,35.0281,50,0.0,False
Tabu,cifar10,50,40,65.0959,34.9041,50,0.001,False
Random,cifar10,50,62,70.0341,29.9659,50,0.001,False
Tabu,cifar10,50,60,64.969,35.031,50,0.001,False
Tabu,cifar10,50,95,65.0308,34.9692,50,0.001,False
Random,cifar10,50,95,74.9954,25.0046,50,0.007,False
Tabu,cifar10,50,74,64.936,35.064,50,0.001,False
Tabu,cifar10,50,97,65.0524,34.9476,50,0.001,False
Tabu,cifar10,50,59,75.0112,24.9888,50,0.001,False
Tabu,cifar10,50,49,69.9166,30.0834,50,0.001,False
Tabu,cifar10,50,56,74.9658,25.0342,50,0.001,False
Tabu,cifar10,50,69,70.0435,29.9565,50,0.001,False
Random,cifar10,50,80,69.9559,30.0441,50,0.015,False
Tabu,cifar10,50,38,74.9658,25.0342,50,0.001,False
Tabu,cifar10,50,87,64.9804,35.0196,50,0.001,False
Tabu,cifar10,50,84,74.9658,25.0342,50,0.001,False
Tabu,cifar10,50,83,70.0247,29.9753,50,0.001,False
Tabu,cifar10,50,46,69.9829,30.0171,50,0.001,False
ORC-RE,cifar10,50,29,65.0628,34.9372,50,0.001,False
Tabu,cifar10,50,86,69.9227,30.0773,50,0.001,False
Tabu,cifar10,50,62,65.0303,34.9697,50,0.001,False
ORC-RE,cifar10,50,31,69.9918,30.0082,50,0.001,False
Tabu,cifar10,50,42,70.0697,29.9303,50,0.012,False
ORC-RE,cifar10,50,6,70.0285,29.9715,50,0.001,False
Tabu,cifar10,50,67,65.014,34.986,50,0.001,False
Tabu,cifar10,50,68,65.0287,34.9713,50,0.001,False
ORC-RE,cifar10,50,0,65.1316,34.8684,50,0.009,False
Tabu,cifar10,50,90,80.0663,19.9337,50,0.008,False
Tabu,cifar10,50,54,74.9734,25.0266,50,0.001,False
Random,cifar10,50,90,75.0764,24.9236,50,0.014,False
Tabu,cifar10,50,72,65.0807,34.9193,50,0.001,False
ORC-RE,cifar10,50,19,65.0366,34.9634,50,0.001,False
Tabu,cifar10,50,70,65.1021,34.8979,50,0.011,False
Random,cifar10,50,87,69.9788,30.0212,50,0.001,False
Random,cifar10,50,58,70.1576,29.8424,50,0.001,False
Tabu,cifar10,50,94,64.9583,35.0417,50,0.001,False
Tabu,cifar10,50,82,69.9413,30.0587,50,0.001,False
ORC-RE,cifar10,50,12,70.0687,29.9313,50,0.001,False
Random,cifar10,50,96,70.0253,29.9747,50,0.001,False
Tabu,cifar10,50,92,98.9577,1.0423,50,0.001,False
Tabu,cifar10,50,76,70.1549,29.8451,50,0.001,False
Random,cifar10,50,43,65.123,34.877,50,0.001,False
Tabu,cifar10,50,85,74.9954,25.0046,50,0.001,False
ORC-RE,cifar10,50,25,65.0142,34.9858,50,0.001,False
Tabu,cifar10,50,77,64.9168,35.0832,50,0.001,False
Tabu,cifar10,50,71,74.9734,25.0266,50,0.001,False
Tabu,cifar10,50,75,75.1008,24.8992,50,0.001,False
ORC-RE,cifar10,50,5,65.0538,34.9462,50,0.001,False
Tabu,cifar10,50,96,69.9363,30.0637,50,0.001,False
ORC-RE,cifar10,50,4,70.033,29.967,50,0.0,False
Tabu,cifar10,50,80,70.0111,29.9889,50,0.001,False
Tabu,cifar10,50,88,74.9451,25.0549,50,0.001,False
ORC-RE,cifar10,50,9,70.025,29.975,50,0.001,False
ORC-RE,cifar10,50,15,65.0134,34.9866,50,0.001,False
Random,cifar10,50,10,70.0687,29.9313,50,0.001,False
Random,cifar10,50,72,70.0615,29.9385,50,0.009,False
ORC-RE,cifar10,50,63,70.025,29.975,50,0.001,False
Tabu,cifar10,50,89,65.035,34.965,50,0.001,False
ORC-RE,cifar10,50,30,74.9839,25.0161,50,0.001,False
Tabu,cifar10,50,93,64.9649,35.0351,50,0.001,False
Tabu,cifar10,50,91,69.8902,30.1098,50,0.001,False
Tabu,cifar10,50,81,64.9679,35.0321,50,0.012,False
ORC-RE,cifar10,50,24,74.9734,25.0266,50,0.001,False
Random,cifar10,50,41,65.0941,34.9059,50,0.058,False
ORC-RE,cifar10,50,28,65.0721,34.9279,50,0.001,False
ORC-RE,cifar10,50,16,69.998,30.002,50,0.001,False
ORC-RE,cifar10,50,46,70.0458,29.9542,50,0.006,False
Tabu,cifar10,50,99,65.0078,34.9922,50,0.011,False
ORC-RE,cifar10,50,1,69.9166,30.0834,50,0.015,False
ORC-RE,cifar10,50,32,70.0431,29.9569,50,0.001,False
ORC-RE,cifar10,50,2,69.9925,30.0075,50,0.001,False
ORC-RE,cifar10,50,7,70.0697,29.9303,50,0.001,False
ORC-RE,cifar10,50,18,70.0933,29.9067,50,0.001,False
ORC-RE,cifar10,50,65,65.0598,34.9402,50,0.005,False
ORC-RE,cifar10,50,35,69.9472,30.0528,50,0.001,False
ORC-RE,cifar10,50,36,65.0885,34.9115,50,0.011,False
ORC-RE,cifar10,50,62,70.0341,29.9659,50,0.004,False
ORC-RE,cifar10,50,27,80.0663,19.9337,50,0.001,False
ORC-RE,cifar10,50,11,65.0268,34.9732,50,0.001,False
ORC-RE,cifar10,50,8,70.0345,29.9655,50,0.001,False
ORC-RE,cifar10,50,3,65.0685,34.9315,50,0.001,False
Random,cifar10,50,20,69.9954,30.0046,50,0.001,False
ORC-RE,cifar10,50,10,70.0687,29.9313,50,0.01,False
ORC-RE,cifar10,50,41,65.0941,34.9059,50,0.005,False
ORC-RE,cifar10,50,37,70.1576,29.8424,50,0.012,False
ORC-RE,cifar10,50,42,65.0123,34.9877,50,0.001,False
ORC-RE,cifar10,50,48,69.8902,30.1098,50,0.001,False
ORC-RE,cifar10,50,23,69.9793,30.0207,50,0.001,False
ORC-RE,cifar10,50,73,65.0678,34.9322,50,0.004,False
Random,cifar10,50,24,74.9734,25.0266,50,0.001,False
ORC-RE,cifar10,50,20,69.9954,30.0046,50,0.018,False
ORC-RE,cifar10,50,14,70.1027,29.8973,50,0.001,False
ORC-RE,cifar10,50,53,65.035,34.965,50,0.001,False
ORC-RE,cifar10,50,22,65.0563,34.9437,50,0.001,False
ORC-RE,cifar10,50,26,69.9418,30.0582,50,0.001,False
ORC-RE,cifar10,50,17,65.0411,34.9589,50,0.001,False
ORC-RE,cifar10,50,49,65.0068,34.9932,50,0.001,False
ORC-RE,cifar10,50,13,69.9609,30.0391,50,0.001,False
Random,cifar10,50,97,70.0121,29.9879,50,0.001,False
Random,cifar10,50,56,65.0326,34.9674,50,0.001,False
ORC-RE,cifar10,50,55,75.0473,24.9527,50,0.005,False
ORC-RE,cifar10,50,51,65.0342,34.9658,50,0.008,False
ORC-RE,cifar10,50,68,70.1049,29.8951,50,0.001,False
ORC-RE,cifar10,50,21,60.0567,39.9433,50,0.001,False
ORC-RE,cifar10,50,47,75.0015,24.9985,50,0.048,False
ORC-RE,cifar10,50,58,70.1576,29.8424,50,0.001,False
ORC-RE,cifar10,50,39,65.0652,34.9348,50,0.009,False
ORC-RE,cifar10,50,60,65.0493,34.9507,50,0.009,False
ORC-RE,cifar10,50,40,69.9414,30.0586,50,0.001,False
ORC-RE,cifar10,50,85,70.0269,29.9731,50,0.001,False
ORC-RE,cifar10,50,33,64.9588,35.0412,50,0.001,False
ORC-RE,cifar10,50,56,65.0326,34.9674,50,0.001,False
ORC-RE,cifar10,50,81,69.992,30.008,50,0.001,False
ORC-RE,cifar10,50,44,70.0004,29.9996,50,0.001,False
ORC-RE,cifar10,50,57,65.0666,34.9334,50,0.001,False
ORC-RE,cifar10,50,38,70.0933,29.9067,50,0.013,False
ORC-RE,cifar10,50,61,69.9812,30.0188,50,0.001,False
ORC-RE,cifar10,50,76,69.961,30.039,50,0.001,False
ORC-RE,cifar10,50,78,70.058,29.942,50,0.001,False
ORC-Tabu,cifar10,50,0,69.9584,30.0416,50,0.001,False
ORC-Tabu,cifar10,50,18,64.8987,35.1013,50,0.001,False
ORC-RE,cifar10,50,98,69.9578,30.0422,50,0.001,False
Random,cifar10,50,71,69.9853,30.0147,50,0.001,False
Random,cifar10,50,36,65.0885,34.9115,50,0.001,False
ORC-RE,cifar10,50,54,69.9916,30.0084,50,0.001,False
ORC-Tabu,cifar10,50,8,75.0473,24.9527,50,0.007,False
ORC-RE,cifar10,50,69,70.0383,29.9617,50,0.004,False
ORC-RE,cifar10,50,50,70.0758,29.9242,50,0.001,False
ORC-RE,cifar10,50,45,65.0904,34.9096,50,0.015,False
ORC-RE,cifar10,50,34,65.0304,34.9696,50,0.001,False
ORC-RE,cifar10,50,90,75.0764,24.9236,50,0.009,False
ORC-RE,cifar10,50,91,65.0943,34.9057,50,0.001,False
ORC-RE,cifar10,50,52,69.9306,30.0694,50,0.011,False
ORC-RE,cifar10,50,64,64.9993,35.0007,50,0.009,False
ORC-RE,cifar10,50,59,69.9651,30.0349,50,0.001,False
ORC-Tabu,cifar10,50,15,65.0308,34.9692,50,0.001,False
ORC-RE,cifar10,50,67,70.1047,29.8953,50,0.001,False
ORC-RE,cifar10,50,66,70.0089,29.9911,50,0.001,False
ORC-RE,cifar10,50,93,70.025,29.975,50,0.001,False
ORC-RE,cifar10,50,84,70.0277,29.9723,50,0.001,False
ORC-RE,cifar10,50,77,65.0614,34.9386,50,0.001,False
ORC-RE,cifar10,50,71,69.9853,30.0147,50,0.001,False
ORC-RE,cifar10,50,96,70.0253,29.9747,50,0.001,False
ORC-RE,cifar10,50,75,70.028,29.972,50,0.008,False
ORC-RE,cifar10,50,80,69.9559,30.0441,50,0.001,False
ORC-RE,cifar10,50,74,69.9574,30.0426,50,0.001,False
ORC-RE,cifar10,50,72,70.0615,29.9385,50,0.009,False
ORC-RE,cifar10,50,82,69.995,30.005,50,0.001,False
ORC-RE,cifar10,50,43,65.123,34.877,50,0.012,False
ORC-RE,cifar10,50,79,70.1049,29.8951,50,0.001,False
ORC-Tabu,cifar10,50,7,65.043,34.957,50,0.0,False
ORC-Tabu,cifar10,50,6,69.9829,30.0171,50,0.0,False
ORC-Tabu,cifar10,50,4,70.0247,29.9753,50,0.042,False
ORC-RE,cifar10,50,92,82.0162,17.9838,50,0.001,False
ORC-RE,cifar10,50,89,70.0146,29.9854,50,0.051,False
ORC-Tabu,cifar10,50,10,70.0158,29.9842,50,0.001,False
ORC-RE,cifar10,50,83,70.0475,29.9525,50,0.012,False
ORC-RE,cifar10,50,99,65.0144,34.9856,50,0.001,False
ORC-Tabu,cifar10,50,11,75.0109,24.9891,50,0.001,False
ORC-Tabu,cifar10,50,19,75.004,24.996,50,0.001,False
ORC-RE,cifar10,50,87,69.9788,30.0212,50,0.001,False
ORC-Tabu,cifar10,50,20,64.9421,35.0579,50,0.008,False
ORC-RE,cifar10,50,97,70.0121,29.9879,50,0.001,False
ORC-Tabu,cifar10,50,17,69.9184,30.0816,50,0.001,False
ORC-Tabu,cifar10,50,14,74.9658,25.0342,50,0.0,False
ORC-RE,cifar10,50,86,65.0464,34.9536,50,0.0,False
ORC-Tabu,cifar10,50,62,65.0303,34.9697,50,0.0,False
ORC-Tabu,cifar10,50,16,64.9738,35.0262,50,0.001,False
ORC-RE,cifar10,50,88,65.1407,34.8593,50,0.001,False
ORC-Tabu,cifar10,50,1,74.9954,25.0046,50,0.001,False
ORC-RE,cifar10,50,70,65.0563,34.9437,50,0.05,False
